,Місяць,Картопля,Ковбасні вироби,Крупи,Мʼясо свійських тварин та птиці,Макарони,"Молоко пастеризоване жирністю до 2,6% включно",Молочні продукти,Овочі,Олія соняшникова,Риба,Сир,Хліб,Цукор,Яблука,Яйця,basket_price,first_diff_Картопля,first_diff_Ковбасні вироби,first_diff_Крупи,first_diff_Мʼясо свійських тварин та птиці,first_diff_Макарони,"first_diff_Молоко пастеризоване жирністю до 2,6% включно",first_diff_Молочні продукти,first_diff_Овочі,first_diff_Олія соняшникова,first_diff_Риба,first_diff_Сир,first_diff_Хліб,first_diff_Цукор,first_diff_Яблука,first_diff_Яйця,first_diff_basket_price,seasonal,trend,deseasonalized,detrended,salary,basket_salary_ratio,detrended_b_s_ratio
51,2023-04-01,9.49,163.49,36.99,157.01,31.96,35.69,82.58,32.55,68.46,160.29,164.73,33.62,35.4,21.91,57.78,2477.59,-0.0600000000000005,0.17000000000001592,-0.4399999999999977,5.439999999999998,-0.019999999999999574,-0.21000000000000085,0.3199999999999932,1.3399999999999963,-0.960000000000008,1.5999999999999943,-0.3100000000000023,0.17999999999999972,-0.12000000000000455,3.4400000000000013,-5.329999999999998,15.700000000000273,0.0028800886624360373,0.1763089025605266,0.1789477671604675,-21.670000000000073,13626.02,0.18182785582290353,0.0011636225113318965
52,2023-05-01,9.89,163.51,36.02,160.0,31.53,35.66,82.93,39.54,67.38,160.97,166.28,33.72,35.27,29.79,44.5,2498.43,0.40000000000000036,0.01999999999998181,-0.9699999999999989,2.990000000000009,-0.4299999999999997,-0.030000000000001137,0.3500000000000085,6.990000000000002,-1.0799999999999983,0.6800000000000068,1.5500000000000114,0.10000000000000142,-0.12999999999999545,7.879999999999999,-13.280000000000001,20.83999999999969,0.000585149447793065,0.17508044165198,0.17648740520278625,-19.220000000000255,14109.64,0.1770725546505793,-0.002460361957681262
53,2023-06-01,12.04,163.01,34.95,163.43,31.12,35.78,83.18,42.66,65.77,160.87,165.07,33.71,35.31,35.79,42.39,2533.56,2.1499999999999986,-0.5,-1.0700000000000003,3.430000000000007,-0.41000000000000014,0.12000000000000455,0.25,3.1199999999999974,-1.6099999999999994,-0.09999999999999432,-1.210000000000008,-0.00999999999999801,0.03999999999999915,6.0,-2.1099999999999994,35.13000000000011,-0.012026345379822875,0.1735741676378014,0.1702514187293187,-77.26999999999998,16012.38,0.15822507334949584,-0.006235986473467542
54,2023-07-01,20.25,163.04,34.04,166.27,30.76,36.1,83.14,34.82,65.13,161.97,165.34,33.8,35.71,37.06,38.99,2575.05,8.21,0.030000000000001137,-0.9100000000000037,2.8400000000000034,-0.35999999999999943,0.3200000000000003,-0.04000000000000625,-7.839999999999996,-0.6400000000000006,1.0999999999999943,0.27000000000001023,0.0899999999999963,0.3999999999999986,1.2700000000000031,-3.3999999999999986,41.49000000000024,0.0032008147630292745,0.17186405773211066,0.1807749566341878,-55.98999999999978,13996.68,0.18397577139721707,0.010523537904869096
55,2023-08-01,12.87,166.25,33.69,169.14,30.89,36.33,83.1,15.32,64.78,162.06,164.81,33.96,36.45,31.03,39.02,2455.43,-7.380000000000001,3.210000000000008,-0.3500000000000014,2.869999999999976,0.129999999999999,0.22999999999999687,-0.04000000000000625,-19.5,-0.3499999999999943,0.09000000000000341,-0.5300000000000011,0.1600000000000037,0.740000000000002,-6.030000000000001,0.030000000000001137,-119.62000000000035,0.00594974751656057,0.17002892386607446,0.17226239012475938,-104.64000000000033,13778.13,0.17821213764131996,-0.008512566509428415
56,2023-09-01,10.95,167.96,32.68,171.23,30.41,36.23,83.36,10.81,63.8,161.19,165.38,34.11,36.89,21.98,44.18,2417.1,-1.92,1.710000000000008,-1.009999999999998,2.0900000000000034,-0.4800000000000004,-0.10000000000000142,0.2600000000000051,-4.51,-0.980000000000004,-0.8700000000000045,0.5699999999999932,0.14999999999999858,0.4399999999999977,-9.05,5.159999999999997,-38.32999999999993,-0.002070925221936548,0.1681315565017259,0.16855644220110366,-36.2199999999998,14518.38,0.1664855169791671,-0.0037059479236557225
57,2023-10-01,10.16,169.06,31.42,171.94,30.26,36.63,85.46,10.07,61.84,161.59,168.54,34.36,36.07,20.07,48.75,2413.1,-0.7899999999999991,1.0999999999999943,-1.259999999999998,0.710000000000008,-0.14999999999999858,0.4000000000000057,2.0999999999999943,-0.7400000000000002,-1.9599999999999937,0.4000000000000057,3.1599999999999966,0.25,-0.8200000000000003,-1.9100000000000001,4.57,-4.0,-0.0003609211227311047,0.1661858882150378,0.16250023824414847,-59.960000000000036,14882.88,0.16213931712141735,-0.006056203956955192
58,2023-11-01,11.9,171.32,30.1,171.26,29.8,37.09,87.72,10.28,60.43,160.63,174.8,34.62,34.53,19.32,49.37,2424.86,1.7400000000000002,2.259999999999991,-1.3200000000000003,-0.6800000000000068,-0.46000000000000085,0.46000000000000085,2.260000000000005,0.20999999999999908,-1.4100000000000037,-0.960000000000008,6.260000000000019,0.259999999999998,-1.5399999999999991,-0.75,0.6199999999999974,11.760000000000218,0.0024102776867289968,0.16421915218226396,0.1594304751665047,24.370000000000346,14983.0,0.16184075285323368,-0.0030697630776437834
59,2023-12-01,15.13,172.52,29.12,172.06,29.79,37.69,89.18,12.3,59.18,160.63,176.76,34.8,33.29,20.49,56.18,2473.7,3.2300000000000004,1.200000000000017,-0.9800000000000004,0.8000000000000114,-0.010000000000001563,0.5999999999999943,1.460000000000008,2.0200000000000014,-1.25,0.0,1.9599999999999795,0.17999999999999972,-1.240000000000002,1.1699999999999982,6.810000000000002,48.83999999999969,-0.014984407314785434,0.1622821542843872,0.16190627626406567,34.429999999999836,16836.84,0.14692186894928025,0.0024758010975609868
60,2024-01-01,21.46,171.84,28.47,171.52,29.89,38.15,91.0,15.44,58.89,163.87,181.13,35.06,32.23,22.05,51.02,2532.22,6.33,-0.6800000000000068,-0.6500000000000021,-0.539999999999992,0.10000000000000142,0.46000000000000085,1.8199999999999932,3.139999999999999,-0.28999999999999915,3.240000000000009,4.3700000000000045,0.2600000000000051,-1.0600000000000023,1.5600000000000023,-5.159999999999997,58.51999999999998,0.009285017714060116,0.16040522739703775,0.15981644503342626,38.98999999999978,14974.56,0.1691014627474864,-0.0020898312306394107
61,2024-02-01,22.75,171.54,28.34,171.58,29.95,38.7,92.58,15.76,58.33,164.43,185.9,35.22,31.43,23.18,49.6,2553.33,1.2899999999999991,-0.30000000000001137,-0.129999999999999,0.060000000000002274,0.05999999999999872,0.5500000000000043,1.5799999999999983,0.3200000000000003,-0.5600000000000023,0.5600000000000023,4.77000000000001,0.1599999999999966,-0.7999999999999972,1.129999999999999,-1.4200000000000017,21.110000000000127,0.008497611128761219,0.15883901569589712,0.15874085464189036,5.7400000000002365,15267.6,0.16723846577065157,-0.0010755903915359022
62,2024-03-01,22.73,168.54,28.16,172.16,29.96,38.98,93.4,15.11,57.27,165.43,185.06,35.52,30.66,23.83,41.54,2539.12,-0.019999999999999574,-3.0,-0.17999999999999972,0.5799999999999841,0.010000000000001563,0.27999999999999403,0.8200000000000074,-0.6500000000000004,-1.0599999999999952,1.0,-0.8400000000000034,0.30000000000000426,-0.7699999999999996,0.6499999999999986,-8.060000000000002,-14.210000000000036,0.00714782873251742,0.15737331727186732,0.15736709224055626,-52.01999999999998,15433.98,0.16451492097307369,-0.0013737624013341054
63,2024-04-01,22.45,168.4,27.89,172.63,29.94,39.41,94.84,14.78,57.84,168.5,186.29,35.76,29.92,24.59,33.45,2532.22,-0.28000000000000114,-0.13999999999998636,-0.2699999999999996,0.46999999999999886,-0.019999999999999574,0.4299999999999997,1.4399999999999977,-0.33000000000000007,0.5700000000000003,3.069999999999993,1.2299999999999898,0.23999999999999488,-0.7399999999999984,0.7600000000000016,-8.089999999999996,-6.900000000000091,-0.0020907922324596606,0.15593090465389176,0.152388928863676,-22.600000000000364,16847.98,0.15029813663121633,-0.004978163376880257
64,2024-05-01,24.53,168.17,28.03,174.17,29.84,38.65,95.0,21.1,57.98,170.7,185.93,36.02,30.07,25.56,28.55,2565.09,2.080000000000002,-0.2300000000000182,0.14000000000000057,1.539999999999992,-0.10000000000000142,-0.759999999999998,0.1599999999999966,6.320000000000002,0.13999999999999346,2.1999999999999886,-0.3599999999999852,0.2600000000000051,0.14999999999999858,0.9699999999999989,-4.900000000000002,32.870000000000346,-0.0037719443815047923,0.15450057293123576,0.15308851759033637,12.030000000000655,17178.87,0.14931657320883157,0.0006995887266603718
65,2024-06-01,28.39,166.48,28.55,172.64,29.8,38.73,95.38,24.58,58.76,173.93,187.58,36.45,31.04,26.9,32.97,2626.42,3.8599999999999994,-1.6899999999999977,0.5199999999999996,-1.5300000000000011,-0.03999999999999915,0.0799999999999983,0.37999999999999545,3.479999999999997,0.7800000000000011,3.230000000000018,1.6500000000000057,0.4299999999999997,0.9699999999999989,1.3399999999999999,4.419999999999998,61.32999999999993,-0.014768614718106398,0.15308262535267939,0.15442255590799528,26.199999999999818,18806.63,0.13965394118988889,0.0013340383176589088
66,2024-07-01,20.08,165.48,29.24,173.22,30.16,39.01,95.82,17.56,60.45,174.13,188.06,37.61,34.78,27.83,29.28,2561.63,-8.310000000000002,-1.0,0.6899999999999977,0.5800000000000125,0.35999999999999943,0.28000000000000114,0.4399999999999977,-7.02,1.6900000000000048,0.19999999999998863,0.47999999999998977,1.1599999999999966,3.740000000000002,0.9299999999999997,-3.6899999999999977,-64.78999999999996,0.0008459885340545127,0.15167825545270922,0.14682477684765632,-106.2800000000002,17346.9,0.14767076538171084,-0.007597779060338955
67,2024-08-01,19.73,167.26,29.47,175.55,31.35,39.4,97.24,19.12,61.52,173.96,189.01,38.6,35.66,28.33,31.44,2597.01,-0.34999999999999787,1.7800000000000011,0.23000000000000043,2.3300000000000125,1.1900000000000013,0.39000000000000057,1.4200000000000017,1.5600000000000023,1.0700000000000003,-0.1699999999999875,0.9499999999999886,0.990000000000002,0.8799999999999955,0.5,2.16,35.38000000000011,0.0039097432252606,0.15028843820369853,0.14884333064647673,155.00000000000045,17001.36,0.15275307387173734,0.002018553798820405
68,2024-09-01,20.67,166.98,29.89,178.94,32.6,40.13,100.74,18.62,62.97,175.55,193.94,39.18,35.09,26.47,35.27,2642.57,0.9400000000000013,-0.28000000000000114,0.4200000000000017,3.3899999999999864,1.25,0.730000000000004,3.5,-0.5,1.4499999999999957,1.5900000000000034,4.930000000000007,0.5799999999999983,-0.5699999999999932,-1.8599999999999994,3.830000000000002,45.559999999999945,-0.002594745613312765,0.14891575299251975,0.14923425116410224,83.88999999999987,18020.86,0.14663950555078947,0.00039092051762551483
69,2024-10-01,25.85,171.06,30.72,181.48,32.88,41.62,105.56,20.99,65.02,178.69,201.24,39.91,33.55,30.31,41.78,2763.3,5.18,4.0800000000000125,0.8299999999999983,2.539999999999992,0.28000000000000114,1.4899999999999949,4.820000000000007,2.3699999999999974,2.049999999999997,3.1399999999999864,7.300000000000011,0.7299999999999969,-1.5400000000000063,3.84,6.509999999999998,120.73000000000002,-0.0009945362700867644,0.14756309036519322,0.1487252475565998,124.73000000000002,18704.98,0.14773071128651302,-0.0005090036075024451
70,2024-11-01,29.79,170.8,31.71,182.8,33.33,43.71,110.9,23.09,68.6,180.59,209.35,40.76,33.12,33.92,65.05,2906.65,3.9399999999999977,-0.2599999999999909,0.990000000000002,1.3200000000000216,0.44999999999999574,2.0900000000000034,5.340000000000003,2.1000000000000014,3.5799999999999983,1.9000000000000057,8.109999999999985,0.8500000000000014,-0.4299999999999997,3.610000000000003,23.269999999999996,143.3499999999999,0.0047331773878596176,0.1462325788738708,0.149684403792071,131.5899999999997,18823.31,0.15441758117993062,0.0009591562354712146
71,2024-12-01,29.74,173.42,32.58,184.62,33.77,45.64,116.54,24.84,72.73,184.57,217.36,41.83,33.16,35.22,64.24,2976.44,-0.05000000000000071,2.619999999999976,0.8699999999999974,1.8199999999999932,0.44000000000000483,1.9299999999999997,5.640000000000001,1.75,4.13000000000001,3.9799999999999898,8.01000000000002,1.0700000000000003,0.03999999999999915,1.2999999999999972,-0.8100000000000023,69.78999999999996,-0.009832528432482498,0.14492496676075178,0.14700204646074094,20.950000000000273,21698.99,0.13716951802825844,-0.002682357331330071
