,Місяць,Картопля,Ковбасні вироби,Крупи,Мʼясо свійських тварин та птиці,Макарони,"Молоко пастеризоване жирністю до 2,6% включно",Молочні продукти,Овочі,Олія соняшникова,Риба,Сир,Хліб,Цукор,Яблука,Яйця,basket_price,first_diff_Картопля,first_diff_Ковбасні вироби,first_diff_Крупи,first_diff_Мʼясо свійських тварин та птиці,first_diff_Макарони,"first_diff_Молоко пастеризоване жирністю до 2,6% включно",first_diff_Молочні продукти,first_diff_Овочі,first_diff_Олія соняшникова,first_diff_Риба,first_diff_Сир,first_diff_Хліб,first_diff_Цукор,first_diff_Яблука,first_diff_Яйця,first_diff_basket_price,seasonal,trend,deseasonalized,detrended,salary,basket_salary_ratio,detrended_b_s_ratio
35,2021-12-01,8.76,109.78,25.78,123.63,24.36,28.55,62.35,11.76,61.43,87.86,125.98,26.18,27.52,12.31,33.79,1805.17,0.15000000000000036,3.519999999999996,0.620000000000001,0.7199999999999989,0.46999999999999886,0.5899999999999999,0.1700000000000017,2.0999999999999996,-0.8900000000000006,0.37000000000000455,1.730000000000004,0.5700000000000003,-0.6799999999999997,-0.7799999999999994,3.16,34.98000000000002,-0.021502697951363003,0.1421161662536737,0.13647691876387713,7.259999999999991,15700.65,0.11497422081251414,0.00431500298727891
36,2022-01-01,9.29,114.57,26.18,128.93,24.95,28.93,63.64,15.02,61.05,103.7,133.6,27.14,27.11,12.78,35.46,1884.48,0.5299999999999994,4.789999999999992,0.3999999999999986,5.300000000000011,0.5899999999999999,0.379999999999999,1.2899999999999991,3.26,-0.38000000000000256,15.840000000000003,7.61999999999999,0.9600000000000009,-0.41000000000000014,0.46999999999999886,1.6700000000000017,79.30999999999995,0.001055660537671313,0.14541185277964624,0.13301968996868285,37.99000000000001,14055.38,0.13407535050635416,-0.003457228795194278
37,2022-02-01,9.54,116.4,26.87,132.32,25.16,29.37,65.56,17.04,61.61,105.83,139.55,28.2,26.99,12.87,33.44,1932.1,0.25,1.8300000000000125,0.6900000000000013,3.3899999999999864,0.21000000000000085,0.4400000000000013,1.9200000000000017,2.0199999999999996,0.5600000000000023,2.1299999999999955,5.950000000000017,1.0599999999999987,-0.120000000000001,0.08999999999999986,-2.020000000000003,47.61999999999989,0.0008852380574635895,0.14894119014857976,0.13582143376020234,6.329999999999927,14133.18,0.13670667181766594,0.0028017437915194843
38,2022-03-01,11.7,123.62,29.44,138.97,26.85,30.53,68.58,21.18,65.49,114.47,144.6,29.23,28.9,14.28,34.26,2061.2,2.16,7.219999999999999,2.5700000000000003,6.650000000000006,1.6900000000000013,1.1600000000000001,3.019999999999996,4.140000000000001,3.8799999999999955,8.64,5.049999999999983,1.0300000000000011,1.9100000000000001,1.4100000000000001,0.8200000000000003,129.0999999999999,0.0037209816323073804,0.15259458096391462,0.15463601459392215,88.19999999999982,13016.16,0.15835699622622953,0.018814580833719813
39,2022-04-01,10.23,125.54,34.33,137.64,30.13,31.46,70.57,20.66,67.37,123.17,147.35,29.56,29.04,14.14,24.8,2098.57,-1.4699999999999989,1.9200000000000017,4.889999999999997,-1.3300000000000125,3.2799999999999976,0.9299999999999997,1.9899999999999949,-0.5199999999999996,1.8800000000000097,8.700000000000003,2.75,0.3299999999999983,0.14000000000000057,-0.1399999999999988,-9.459999999999997,37.370000000000346,0.00710567321934531,0.15633103958954028,0.16658882667967773,19.71000000000049,12081.96,0.17369449989902302,0.011952812085755576
40,2022-05-01,9.64,125.74,37.85,136.66,31.05,31.92,71.6,24.44,67.78,128.74,147.48,30.02,28.53,13.88,19.39,2138.63,-0.5899999999999999,0.19999999999998863,3.520000000000003,-0.9799999999999898,0.9200000000000017,0.46000000000000085,1.0300000000000011,3.780000000000001,0.4099999999999966,5.570000000000007,0.12999999999999545,0.46000000000000085,-0.509999999999998,-0.2599999999999998,-5.41,40.059999999999945,0.004507609699947087,0.16009606571059629,0.16619468157062015,19.909999999999854,12528.42,0.17070229127056724,-0.00039414510905758093
41,2022-06-01,12.24,129.56,41.36,139.34,32.34,32.29,72.48,31.3,69.23,130.6,146.76,30.75,31.89,14.49,22.72,2251.03,2.5999999999999996,3.8200000000000074,3.509999999999998,2.680000000000007,1.2900000000000027,0.36999999999999744,0.8800000000000097,6.859999999999999,1.4500000000000028,1.8599999999999852,-0.7199999999999989,0.7300000000000004,3.3599999999999994,0.6099999999999994,3.3299999999999983,112.40000000000009,-0.009866261246360104,0.163777235906967,0.17114220852394235,95.10000000000014,13957.63,0.16127594727758224,0.004947526953322207
42,2022-07-01,18.93,131.22,44.05,139.85,32.55,32.61,72.6,32.06,69.87,133.09,147.15,31.18,32.17,15.09,24.7,2348.51,6.6899999999999995,1.6599999999999966,2.6899999999999977,0.5099999999999909,0.20999999999999375,0.3200000000000003,0.11999999999999034,0.7600000000000016,0.6400000000000006,2.490000000000009,0.3900000000000148,0.4299999999999997,0.28000000000000114,0.5999999999999996,1.9800000000000004,97.48000000000002,0.005525839253464345,0.16725016158443817,0.1684395396724068,97.81999999999994,13499.87,0.17396537892587113,-0.0027026688515355557
43,2022-08-01,13.56,137.32,44.8,142.96,32.35,32.4,73.6,27.5,69.82,139.09,147.4,31.32,34.17,17.11,28.53,2333.53,-5.369999999999999,6.099999999999994,0.75,3.1100000000000136,-0.19999999999999574,-0.21000000000000085,1.0,-4.560000000000002,-0.05000000000001137,6.0,0.25,0.14000000000000057,2.0,2.0199999999999996,3.830000000000002,-14.980000000000018,0.007746934134663281,0.17037489810662199,0.1753350488213176,7.3400000000001455,12745.82,0.18308198295598088,0.0068955091489107945
44,2022-09-01,10.84,148.09,43.73,146.32,32.5,32.9,74.76,21.13,69.85,144.14,148.12,31.45,35.56,18.32,35.08,2331.42,-2.7200000000000006,10.77000000000001,-1.0700000000000003,3.359999999999985,0.14999999999999858,0.5,1.1600000000000108,-6.370000000000001,0.030000000000001137,5.049999999999983,0.7199999999999989,0.129999999999999,1.3900000000000006,1.2100000000000009,6.549999999999997,-2.1100000000001273,-0.0017127932356222903,0.17301025714281212,0.1758620730104567,-26.390000000000327,13387.48,0.1741492797748344,0.0005270241891391081
45,2022-10-01,9.91,159.58,42.22,149.92,32.36,33.27,76.22,20.96,69.95,150.0,151.76,31.94,36.08,16.49,57.01,2387.38,-0.9299999999999997,11.490000000000009,-1.509999999999998,3.5999999999999943,-0.14000000000000057,0.37000000000000455,1.4599999999999937,-0.16999999999999815,0.10000000000000853,5.860000000000014,3.6399999999999864,0.490000000000002,0.519999999999996,-1.8300000000000018,21.93,55.960000000000036,-0.0002871135317912149,0.17508554540432283,0.18465487600938604,34.51000000000022,12949.01,0.18436776247759482,0.008792802998929344
46,2022-11-01,9.13,162.16,41.21,145.93,31.79,33.86,77.97,19.69,69.23,150.53,155.24,32.1,35.2,14.79,63.33,2374.77,-0.7799999999999994,2.579999999999984,-1.009999999999998,-3.9899999999999807,-0.5700000000000003,0.5899999999999963,1.75,-1.2699999999999996,-0.7199999999999989,0.5300000000000011,3.480000000000018,0.16000000000000014,-0.8799999999999955,-1.6999999999999993,6.32,-12.610000000000127,0.0001347860655972041,0.1765694140847601,0.18225067820988605,-39.960000000000264,13020.61,0.18238546427548324,-0.002404197799499991
47,2022-12-01,9.2,163.88,40.09,147.4,31.86,34.28,80.54,19.55,69.75,155.11,159.34,32.69,35.29,15.13,62.03,2389.18,0.06999999999999851,1.7199999999999989,-1.1199999999999974,1.4699999999999989,0.07000000000000028,0.4200000000000017,2.5700000000000074,-0.14000000000000057,0.519999999999996,4.5800000000000125,4.099999999999994,0.5899999999999963,0.0899999999999963,0.34000000000000163,-1.2999999999999972,14.409999999999854,-0.019746225670306275,0.17746045852835118,0.17779840740669856,-20.570000000000164,15116.4,0.15805218173639227,-0.004452270803187497
48,2023-01-01,9.4,164.45,38.81,148.71,31.76,35.24,81.57,20.37,70.29,156.31,162.98,33.05,35.27,15.7,63.12,2408.71,0.20000000000000107,0.5699999999999932,-1.2800000000000011,1.3100000000000023,-0.09999999999999787,0.9600000000000009,1.029999999999987,0.8200000000000003,0.5400000000000063,1.1999999999999886,3.6399999999999864,0.35999999999999943,-0.01999999999999602,0.5699999999999985,1.0899999999999963,19.5300000000002,0.0047921297006358705,0.17781188178915855,0.1856953206551575,-59.779999999999745,12644.98,0.19048745035579337,0.007896913248458953
49,2023-02-01,9.57,163.77,38.14,149.16,31.82,35.42,81.66,24.1,69.98,158.87,163.82,33.35,35.31,16.48,61.95,2424.08,0.16999999999999993,-0.6799999999999784,-0.6700000000000017,0.44999999999998863,0.05999999999999872,0.17999999999999972,0.09000000000000341,3.7300000000000004,-0.3100000000000023,2.5600000000000023,0.8400000000000034,0.30000000000000426,0.03999999999999915,0.7800000000000011,-1.1699999999999946,15.36999999999989,0.004331382294988969,0.1777079776087464,0.18513705278959292,-32.25,12794.11,0.1894684350845819,-0.0005582678655645934
50,2023-03-01,9.55,163.32,37.43,151.57,31.98,35.9,82.26,31.21,69.42,158.69,165.04,33.44,35.52,18.47,63.11,2461.89,-0.019999999999999574,-0.45000000000001705,-0.7100000000000009,2.4099999999999966,0.16000000000000014,0.4799999999999969,0.6000000000000085,7.109999999999999,-0.5600000000000023,-0.18000000000000682,1.2199999999999989,0.0899999999999963,0.21000000000000085,1.9899999999999984,1.1599999999999966,37.809999999999945,0.005620358572133707,0.17719964446697886,0.1777841446491356,-91.28999999999996,13423.28,0.1834045032212693,-0.007352908140457304
