2019-M01,2019-M02,2019-M03,2019-M04,2019-M05,2019-M06,2019-M07,2019-M08,2019-M09,2019-M10,2019-M11,2019-M12,2020-M01,2020-M02,2020-M03,2020-M04,2020-M05,2020-M06,2020-M07,2020-M08,2020-M09,2020-M10,2020-M11,2020-M12,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12
8186.94,8328.77,8814.84,8664.25,9081.68,10259.64,9308.13,8909.32,9322.61,9556.37,9476.84,10583.1,9581.38,9658.03,9905.39,9325.93,9546.32,11197.38,9837.35,9608.67,10570.56,10887.46,10634.72,13320.55,11522.64,11762.28,12349.97,12561.59,12660.61,14185.04,12911.88,12397.62,13095.82,13235.32,13378.29,15700.65,14055.38,14133.18,13016.16,12081.96,12528.42,13957.63,13499.87,12745.82,13387.48,12949.01,13020.61,15116.4,12644.98,12794.11,13423.28,13626.02,14109.64,16012.38,13996.68,13778.13,14518.38,14882.88,14983.0,16836.84,14974.56,15267.6,15433.98,16847.98,17178.87,18806.63,17346.9,17001.36,18020.86,18704.98,18823.31,21698.99
